id,duration,outcome
856,20.0338641,Passed
14,21.1888635,Passed
75,28.1018131,Passed
2227,40.2017378,Passed
628,40.7147042,Passed
1500,47.8956648,Passed
2423,48.4886848,Passed
821,62.5075507,Passed
1831,63.77455129999999,Passed
84,65.8445422,Passed
569,66.1015496,Passed
1781,66.0975505,Passed
659,68.53550899999999,Passed
724,49.1056682,Passed
808,71.38952090000002,Passed
128,23.9967864,Passed
1301,44.66068410000001,Passed
1172,9.7499219,Passed
680,75.8435018,Passed
204,14.6179297,Passed
1948,59.5045701,Failed
443,35.77074589999999,Failed
380,10.5019239,Passed
80,21.9048422,Passed
1132,48.0066615,Timeout
2173,25.3968373,Passed
1635,16.930874499999998,Passed
494,19.2218362,Passed
511,51.5536683,Failed
183,33.717756,Timeout
1994,35.91078579999999,Passed
1339,28.246807,Passed
842,18.3808885,Passed
1691,20.3008323,Passed
2031,31.1937917,Passed
1363,7.482927,Passed
2430,27.8358042,Timeout
1491,30.9237831,Passed
1666,11.7029066,Passed
1729,35.3537295,Passed
1788,29.0048049,Passed
805,57.477634,Passed
1637,41.2197241,Passed
2460,20.0608647,Passed
2605,55.21762629999999,Passed
1809,12.2269257,Passed
2212,16.852914399999996,Passed
1275,15.0278919,Failed
1000,20.278862300000004,Passed
1453,42.62073839999999,Timeout
389,35.2057223,Timeout
2078,15.5038673,Passed
130,22.0138454,Failed
2410,49.04266610000001,Passed
2651,62.5235304,Failed
2101,18.1198804,Passed
11,25.593813600000004,Passed
2099,35.6377198,Failed
1190,59.4735675,Failed
655,39.3207445,Failed
2373,34.4547781,Passed
384,38.87372620000001,Passed
2544,113.46822,Passed
472,33.7827573,Passed
572,34.829728700000004,Passed
1136,133.8900703,Timeout
1288,53.8586249,Passed
908,50.1376604,Passed
1981,12.127922900000002,Passed
1536,18.3478046,Passed
1814,58.2275872,Failed
1466,18.5678563,Passed
1633,13.8858701,Passed
661,38.7887219,Timeout
1386,55.5975971,Passed
504,49.3466745,Passed
2032,12.240875099999998,Passed
986,29.5058167,Failed
944,27.8588091,Passed
64,13.6058677,Passed
2115,30.4987359,Passed
927,127.3901368,Passed
2191,35.386811,Timeout
282,69.72856829999999,Failed
373,19.7528542,Passed
1919,23.1668404,Passed
120,33.6358188,Failed
126,39.7667391,Passed
562,49.7126448,Timeout
245,38.79176270000001,Failed
1950,37.8857334,Failed
2281,40.2197831,Passed
2223,31.219792100000006,Passed
2011,42.891748,Passed
376,38.8627996,Timeout
1597,46.0526752,Passed
2542,38.51971320000001,Passed
2551,32.441791200000004,Passed
291,33.881766299999995,Failed
1509,27.5018269,Passed
2622,41.870713,Failed
823,39.6937196,Passed
1734,23.2618463,Passed
1681,19.8508546,Failed
723,19.8638147,Passed
59,33.674754,Passed
393,25.9338158,Passed
1854,29.2767668,Timeout
2392,31.02679,Passed
1856,32.0167797,Passed
590,31.5517626,Passed
2098,21.592839,Passed
2371,58.9705875,Passed
2210,35.339733,Failed
1529,29.9397964,Passed
432,19.499882100000004,Passed
2639,28.6878308,Passed
1152,333.1787007,Failed
2455,40.5627853,Passed
365,57.10061379999999,Failed
169,49.8266924,Failed
2,16.2598989,Passed
2255,42.7627355,Passed
916,59.26659229999999,Failed
1670,22.0168492,Passed
1630,30.4967706,Failed
1467,44.4267083,Failed
665,27.3927898,Passed
683,40.0677224,Failed
1337,33.5137514,Passed
548,34.516738700000005,Passed
1513,27.8508027,Passed
1960,34.064767100000005,Passed
635,99.6282947,Passed
688,47.782662,Passed
2145,97.030326,Passed
2221,60.6586012,Failed
1008,38.125743,Passed
1838,59.180597,Passed
1390,18.8508654,Passed
366,39.9467229,Passed
408,57.42361700000001,Passed
928,40.5527385,Passed
889,16.9758818,Passed
1370,14.7468856,Failed
1028,30.277800300000006,Passed
1872,49.2456772,Passed
15,8.2959412,Passed
391,54.16163639999999,Timeout
484,11.4069358,Passed
1161,34.7887354,Passed
2010,20.860856100000003,Failed
865,41.575696,Passed
719,28.5338288,Failed
414,19.1758427,Passed
1075,22.1828563,Passed
1056,14.8068439,Passed
1704,22.9008584,Passed
505,50.4866339,Passed
2540,39.2566984,Passed
646,24.5448048,Passed
2334,6.4859721,Passed
2591,24.158855,Passed
1241,8.3219525,Passed
1145,18.4648893,Passed
1880,29.595813300000003,Passed
8,33.190740500000004,Passed
1324,16.3098992,Passed
2646,10.7458904,Passed
535,11.5699054,Passed
2073,26.197826899999995,Failed
2298,11.5618957,Passed
220,33.436741999999995,Failed
791,14.6338874,Passed
1844,122.9821489,Passed
1656,23.8688294,Passed
1761,36.3767641,Failed
328,42.7666945,Passed
765,22.2468509,Passed
2394,21.8078211,Passed
1066,24.0257755,Passed
2014,19.9807926,Timeout
1233,64.6444588,Passed
1528,10.8768918,Passed
1793,28.519723,Failed
1510,26.6736985,Passed
2592,22.0317196,Passed
1394,26.1626924,Passed
739,16.4117949,Failed
2164,16.0797864,Passed
2152,31.0185669,Passed
123,36.473493100000006,Passed
377,12.5198218,Passed
115,61.4403181,Timeout
1364,21.9687094,Passed
1087,34.0095426,Passed
1874,37.0444804,Failed
875,143.4256879,Passed
631,127.5927579,Timeout
1290,16.906813,Passed
667,13.8968093,Passed
93,42.8354558,Passed
2400,48.4463345,Passed
2193,35.1395025,Failed
1488,44.94940310000001,Timeout
1057,23.890714300000006,Passed
280,21.0007386,Passed
1128,11.4118629,Passed
2081,39.3084906,Failed
1485,14.9717984,Passed
2121,96.57689609999998,Passed
2446,27.0776113,Passed
102,14.3408354,Passed
1626,18.3417646,Passed
1285,35.8015812,Passed
206,21.7997009,Failed
91,21.3467274,Passed
1824,21.4376907,Passed
2552,34.677527600000005,Passed
351,12.3287965,Passed
259,30.7835783,Failed
836,33.87454279999999,Passed
105,118.4805993,Passed
121,24.123717000000006,Passed
2266,20.774715,Passed
2273,17.452751199999998,Passed
850,20.599711600000006,Timeout
682,36.3894918,Passed
1986,13.3518409,Passed
2428,15.8947884,Passed
1012,19.595722,Timeout
1470,15.526767499999998,Passed
417,52.5513195,Passed
1892,12.3458492,Passed
2261,27.4666152,Failed
2440,14.3188139,Passed
181,17.503733,Passed
1942,76.1429891,Timeout
2104,19.8247239,Passed
4,28.4246434,Timeout
1716,24.2296464,Passed
73,27.954630100000006,Passed
1023,32.2075874,Passed
1366,27.4516096,Passed
235,23.4516619,Failed
1237,30.8295814,Failed
227,44.63039129999999,Passed
1982,17.8017551,Passed
618,29.8236474,Timeout
579,12.1698434,Passed
2528,60.2932147,Failed
1384,24.9166638,Passed
499,40.2344811,Failed
1162,26.714676300000004,Passed
1437,23.5176656,Passed
819,31.4345902,Timeout
1077,26.219653000000005,Passed
421,36.6285382,Passed
296,14.2777621,Passed
1468,32.1115781,Timeout
2359,7.4758826,Passed
1284,17.2677736,Failed
876,50.4593463,Passed
1123,51.4933238,Timeout
1423,41.96843300000001,Passed
2637,53.0223051,Failed
216,19.0467471,Passed
1369,56.7112318,Passed
1046,35.3975126,Passed
2453,57.5902557,Timeout
828,33.6115435,Failed
325,37.3985446,Timeout
1970,24.5456909,Passed
1099,40.7154404,Passed
2297,144.1830866,Timeout
1304,47.7123578,Passed
593,33.2935618,Passed
2203,57.5782583,Timeout
1538,37.6125216,Passed
979,43.1784244,Passed
2243,53.41731970000001,Failed
2044,42.5253737,Passed
650,40.50149310000001,Passed
1595,18.7927269,Passed
1745,45.4494068,Failed
1758,24.8047008,Passed
1250,21.5477316,Timeout
466,48.4923265,Passed
1866,36.8555053,Passed
757,12.8198214,Passed
929,33.0235594,Passed
2389,16.8947844,Passed
563,18.0567603,Passed
