id,duration,outcome
1175,27.0609734,Passed
1427,32.1479811,Failed
978,38.9829739,Passed
2282,39.2349912,Passed
128,54.7159628,Passed
1,58.30197629999999,Passed
2640,60.50395210000001,Timeout
2266,63.6439552,Passed
2416,64.54095079999999,Timeout
591,68.60495240000002,Timeout
624,69.7379567,Passed
575,31.8459784,Passed
590,45.1559848,Passed
677,72.8969595,Timeout
1573,33.7879782,Passed
1826,43.0949826,Passed
1142,77.41093199999997,Passed
2513,77.9599528,Passed
1353,22.4940127,Passed
1541,92.73094449999999,Passed
1109,19.0449702,Passed
195,5.7639889,Passed
204,34.9049828,Passed
830,23.0080376,Passed
1606,15.6809671,Passed
1974,41.6430024,Timeout
1929,50.5020222,Passed
1462,48.0479775,Timeout
2450,42.4699635,Passed
1781,45.1439786,Timeout
2554,13.823985,Passed
223,43.0669801,Passed
1772,41.134986700000006,Passed
644,48.61901470000001,Timeout
1560,27.026982500000006,Passed
1302,128.7859205,Timeout
2567,64.1679724,Timeout
125,32.2199064,Passed
2575,21.9539779,Passed
2014,64.00292900000001,Passed
1807,26.3569514,Passed
1764,42.9119783,Failed
2592,27.05195,Passed
2395,28.8749784,Passed
871,46.2279459,Timeout
2116,30.1499938,Passed
1060,44.1599819,Timeout
1530,59.80199520000001,Timeout
2052,31.0410312,Passed
1258,45.8869711,Passed
2413,66.3630294,Passed
1623,72.35600009999997,Passed
2625,27.4529664,Passed
766,36.5490068,Timeout
2263,43.5449637,Timeout
1915,57.6129557,Timeout
433,50.4779885,Passed
737,34.232955100000005,Passed
824,69.33097740000001,Timeout
2580,44.8430123,Passed
2423,39.0029839,Passed
1847,58.30001850000001,Timeout
12,47.3499911,Passed
1235,43.2709839,Passed
562,49.8899684,Timeout
2203,42.866980700000006,Timeout
1957,36.0849901,Passed
2402,60.4518993,Failed
2090,31.4059599,Passed
1549,35.9029778,Passed
1679,21.0989941,Passed
1476,38.0629817,Passed
1191,21.8729824,Passed
995,47.0479784,Timeout
907,78.25896390000003,Failed
1144,51.3459842,Passed
2370,51.1709801,Timeout
1810,15.0719949,Passed
252,15.7989821,Passed
1556,16.867985600000004,Passed
447,23.2250215,Timeout
2121,82.3389702,Passed
118,12.9829917,Passed
1479,123.2279472,Timeout
822,22.0890012,Passed
2540,44.1809857,Failed
1806,106.75993629999999,Passed
947,54.1199755,Timeout
1078,48.6039878,Passed
414,24.6470137,Passed
1019,56.1210248,Timeout
358,29.0009865,Passed
2651,52.258944,Passed
2432,52.1629806,Failed
939,20.7149839,Passed
392,45.1149705,Passed
2258,15.1509969,Passed
2522,38.8249728,Passed
772,15.8390271,Passed
2075,57.0409719,Passed
850,53.2539904,Passed
1361,15.510979,Passed
250,28.5989672,Passed
323,33.0919897,Passed
2398,7.2219642,Passed
202,70.2539695,Passed
521,18.7379771,Passed
1240,52.2529766,Timeout
395,32.0609815,Passed
1686,21.8909777,Passed
2296,20.2109512,Timeout
2212,29.3310094,Passed
2467,14.801993,Passed
1509,26.5890029,Passed
425,83.93396179999998,Passed
874,35.4619651,Passed
1913,25.5200113,Passed
2059,42.9139763,Passed
291,63.3319839,Failed
1947,16.5339749,Passed
1016,44.1319838,Passed
2018,8.2490036,Passed
2176,28.8019444,Passed
1400,28.3540007,Passed
346,13.9019832,Passed
1277,30.888979600000006,Timeout
344,24.3330007,Passed
1273,35.310911299999994,Passed
1512,37.9170292,Timeout
1836,13.641979199999998,Passed
1080,23.1019896,Passed
193,21.3679516,Timeout
1079,42.6389704,Passed
2085,16.7739831,Passed
741,28.3929941,Passed
779,105.883948,Timeout
2617,124.2329483,Timeout
432,36.5209586,Passed
2315,29.5020017,Passed
1122,50.2749876,Passed
1583,25.7679784,Passed
82,44.8000083,Passed
2217,33.7230363,Passed
1118,35.3309919,Passed
1990,22.6340091,Passed
508,72.460948,Passed
442,37.667976,Passed
137,46.3079499,Passed
1626,14.5770152,Passed
752,57.4979583,Passed
335,35.30398779999999,Passed
2596,44.0019479,Passed
273,18.0289518,Passed
