id,duration,outcome
408,0.6859867,Failed
2306,13.6938082,Passed
538,40.6144453,Passed
834,41.4154264,Passed
409,41.9244583,Passed
1182,46.8224176,Passed
829,52.9902733,Passed
372,56.89923570000001,Passed
913,60.533171900000006,Failed
1257,67.4000653,Passed
1444,67.39807859999999,Passed
1229,29.1046018,Failed
1731,60.1382022,Failed
726,75.3009283,Passed
1279,30.195612,Passed
2183,36.5605441,Passed
245,81.3438934,Passed
529,40.4364793,Passed
347,25.032671,Passed
1378,88.4338523,Passed
1312,39.166486,Failed
889,12.3788072,Passed
2152,34.9285345,Passed
295,32.3465695,Passed
2054,31.7946458,Passed
977,40.1604674,Passed
917,39.9064341,Passed
940,51.6373325,Passed
1877,20.5527449,Timeout
1631,18.0697776,Passed
943,17.969762399999997,Passed
1104,47.9953627,Passed
911,33.893545399999994,Passed
2258,13.8188045,Passed
298,47.1673773,Passed
776,18.0707609,Passed
1593,67.9831153,Passed
1106,8.180900900000001,Passed
2032,16.1327886,Passed
1026,11.6068275,Timeout
2632,20.7617112,Passed
1671,15.418772,Passed
1382,24.703660100000004,Failed
2620,53.9942885,Failed
2544,155.4469075,Passed
1410,10.9428464,Passed
1948,29.7346319,Failed
293,18.6857364,Passed
1665,27.2876084,Passed
2188,12.0318399,Passed
2198,15.1378054,Passed
371,29.300621600000003,Passed
476,10.3648388,Passed
436,97.2366769,Passed
1009,20.8427188,Passed
1901,24.318659,Passed
1772,41.1954666,Passed
655,13.1628326,Passed
2517,45.0173819,Passed
1900,23.7257193,Failed
2456,14.6697999,Passed
1473,30.5536169,Passed
2184,77.6719761,Passed
2335,145.8581007,Timeout
2254,14.578793300000005,Passed
1521,61.9901743,Passed
1595,9.4148404,Passed
2556,24.8207037,Passed
2611,11.9078455,Passed
707,30.7825819,Passed
2115,35.68651129999999,Passed
2446,20.3417415,Passed
1570,25.487662300000004,Passed
702,61.02318320000001,Failed
1884,20.3747509,Passed
1564,39.3975056,Passed
1426,43.5494336,Passed
2232,19.6597665,Timeout
426,19.361749,Passed
1064,22.0696603,Passed
638,30.158605800000004,Passed
793,21.5837365,Failed
1923,43.6373983,Passed
1852,16.6967602,Passed
195,12.6388362,Passed
2607,20.1957372,Passed
613,238.269833,Timeout
1199,27.5796174,Passed
1599,13.249833,Passed
2594,20.475710100000004,Passed
1794,22.9247154,Passed
1367,34.5695256,Passed
759,16.931767800000006,Passed
1637,49.0013444,Passed
1528,17.642755800000003,Timeout
1375,14.2188237,Passed
1119,42.2624474,Passed
1995,24.7496655,Passed
495,260.858516,Passed
66,13.5267997,Timeout
1087,26.1996214,Passed
228,28.6736078,Passed
107,30.575616600000004,Passed
405,25.1576713,Passed
1094,33.907594700000004,Passed
945,34.687527100000004,Passed
1704,15.7457755,Passed
45,9.3378895,Passed
1010,23.084698100000004,Passed
2223,10.9008536,Passed
1705,51.7993606,Passed
2067,25.1176948,Passed
2575,14.3697824,Passed
846,26.6876016,Passed
2646,10.8798498,Passed
1916,37.6304716,Passed
508,39.0184848,Failed
1416,54.1672416,Passed
230,10.9198401,Passed
1103,28.0466339,Passed
895,14.4628019,Passed
1004,38.8285155,Passed
310,31.1815983,Failed
1500,15.5688111,Passed
1612,44.6004301,Passed
2465,36.495534,Failed
1887,27.4226474,Passed
2551,23.9356785,Passed
1143,22.470713600000003,Failed
1369,39.103483,Passed
550,32.4005755,Passed
1450,25.1187022,Passed
949,18.9147423,Failed
2180,48.4743733,Passed
1288,35.955538,Passed
936,21.3947239,Passed
312,21.2886898,Passed
898,30.8835913,Failed
1882,25.8656518,Passed
1188,24.0136802,Passed
1856,16.6767853,Passed
1418,33.9825492,Passed
2074,31.1215904,Passed
1000,24.8986658,Passed
757,22.1007124,Passed
